"No.","Time","Source","Destination","Protocol","Length","Info","Text","Bit Value"
"11733","41.219722","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=499&y=46&event=mousemove HTTP/1.1 ","",""
"11745","41.230929","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=500&y=46&event=mousemove HTTP/1.1 ","",""
"11757","41.241633","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=501&y=47&event=mousemove HTTP/1.1 ","",""
"11769","41.247409","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=502&y=48&event=mousemove HTTP/1.1 ","",""
"11781","41.255026","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=503&y=48&event=mousemove HTTP/1.1 ","",""
"11791","41.263958","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=504&y=49&event=mousemove HTTP/1.1 ","",""
"11801","41.272261","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=505&y=50&event=mousemove HTTP/1.1 ","",""
"11813","41.294571","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=506&y=51&event=mousemove HTTP/1.1 ","",""
"11823","41.319921","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=507&y=52&event=mousemove HTTP/1.1 ","",""
"11835","41.333677","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=507&y=53&event=mousemove HTTP/1.1 ","",""
"11847","41.343749","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=508&y=53&event=mousemove HTTP/1.1 ","",""
"11859","41.350137","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=509&y=54&event=mousemove HTTP/1.1 ","",""
"11871","41.356963","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=510&y=55&event=mousemove HTTP/1.1 ","",""
"11883","41.367740","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=511&y=55&event=mousemove HTTP/1.1 ","",""
"11895","41.384696","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=512&y=56&event=mousemove HTTP/1.1 ","",""
"11907","41.389992","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=513&y=56&event=mousemove HTTP/1.1 ","",""
"11919","41.399134","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=514&y=57&event=mousemove HTTP/1.1 ","",""
"11931","41.413845","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=515&y=57&event=mousemove HTTP/1.1 ","",""
"11943","41.430428","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=516&y=57&event=mousemove HTTP/1.1 ","",""
"11955","41.447987","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=516&y=58&event=mousemove HTTP/1.1 ","",""
"11967","41.530047","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=516&y=56&event=mousemove HTTP/1.1 ","",""
"11979","41.559796","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=516&y=55&event=mousemove HTTP/1.1 ","",""
"11991","41.645635","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=516&y=54&event=mousemove HTTP/1.1 ","",""
"12003","41.655894","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=515&y=54&event=mousemove HTTP/1.1 ","",""
"12015","41.720247","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=515&y=54&event=mousedown HTTP/1.1 ","",""
"12027","41.814224","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=515&y=55&event=mousemove HTTP/1.1 ","",""
"12039","41.836447","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=515&y=56&event=mousemove HTTP/1.1 ","",""
"12051","41.860803","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=515&y=58&event=mousemove HTTP/1.1 ","",""
"12063","41.902416","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=514&y=60&event=mousemove HTTP/1.1 ","",""
"12075","41.912330","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=514&y=61&event=mousemove HTTP/1.1 ","",""
"12087","41.944952","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=514&y=62&event=mousemove HTTP/1.1 ","",""
"12099","41.962141","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=514&y=63&event=mousemove HTTP/1.1 ","",""
"12111","41.980474","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=514&y=64&event=mousemove HTTP/1.1 ","",""
"12123","42.014630","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=514&y=65&event=mousemove HTTP/1.1 ","",""
"12135","42.179867","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=513&y=65&event=mousemove HTTP/1.1 ","",""
"12147","42.188628","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=513&y=64&event=mousemove HTTP/1.1 ","",""
"12159","42.199686","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=513&y=63&event=mousemove HTTP/1.1 ","",""
"12164","42.199863","127.0.0.1","127.0.0.1","HTTP","353","GET /anticheat?x=513&y=63&event=mouseup HTTP/1.1 ","",""
"12183","42.215595","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=513&y=62&event=mousemove HTTP/1.1 ","",""
"12195","42.240786","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=512&y=61&event=mousemove HTTP/1.1 ","",""
"12207","42.249390","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=512&y=58&event=mousemove HTTP/1.1 ","",""
"12219","42.270558","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=512&y=57&event=mousemove HTTP/1.1 ","",""
"12231","42.288684","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=511&y=54&event=mousemove HTTP/1.1 ","",""
"12243","42.300236","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=511&y=52&event=mousemove HTTP/1.1 ","",""
"12255","42.319137","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=511&y=51&event=mousemove HTTP/1.1 ","",""
"12267","42.341635","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=511&y=49&event=mousemove HTTP/1.1 ","",""
"12279","42.351236","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=511&y=46&event=mousemove HTTP/1.1 ","",""
"12291","42.374704","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=511&y=44&event=mousemove HTTP/1.1 ","",""
"12303","42.386442","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=512&y=41&event=mousemove HTTP/1.1 ","",""
"12315","42.408454","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=513&y=39&event=mousemove HTTP/1.1 ","",""
"12325","42.423594","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=514&y=35&event=mousemove HTTP/1.1 ","",""
"12337","42.434565","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=515&y=34&event=mousemove HTTP/1.1 ","",""
"12347","42.449810","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=516&y=31&event=mousemove HTTP/1.1 ","",""
"12359","42.470205","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=517&y=30&event=mousemove HTTP/1.1 ","",""
"12371","42.486642","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=518&y=28&event=mousemove HTTP/1.1 ","",""
"12383","42.509100","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=518&y=26&event=mousemove HTTP/1.1 ","",""
"12393","42.523940","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=518&y=23&event=mousemove HTTP/1.1 ","",""
"12403","42.544098","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=518&y=22&event=mousemove HTTP/1.1 ","",""
"12413","42.587925","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=518&y=21&event=mousemove HTTP/1.1 ","",""
"12423","42.618766","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=517&y=20&event=mousemove HTTP/1.1 ","",""
"12435","42.665922","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=516&y=20&event=mousemove HTTP/1.1 ","",""
"12445","42.683463","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=516&y=19&event=mousemove HTTP/1.1 ","",""
"12455","42.731805","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=516&y=18&event=mousemove HTTP/1.1 ","",""
"12467","42.765699","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=516&y=17&event=mousemove HTTP/1.1 ","",""
"12479","42.782216","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=516&y=16&event=mousemove HTTP/1.1 ","",""
"12489","42.806004","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=516&y=15&event=mousemove HTTP/1.1 ","",""
"12499","42.836544","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=516&y=14&event=mousemove HTTP/1.1 ","",""
"12509","42.869104","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=516&y=13&event=mousemove HTTP/1.1 ","",""
"12521","42.914879","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=516&y=12&event=mousemove HTTP/1.1 ","",""
"12533","42.989802","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=516&y=11&event=mousemove HTTP/1.1 ","",""
"12545","43.118605","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=516&y=11&event=mousedown HTTP/1.1 ","",""
"12557","43.231087","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=517&y=12&event=mousemove HTTP/1.1 ","",""
"12567","43.281722","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=517&y=13&event=mousemove HTTP/1.1 ","",""
"12577","43.300576","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=517&y=15&event=mousemove HTTP/1.1 ","",""
"12587","43.335560","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=517&y=16&event=mousemove HTTP/1.1 ","",""
"12597","43.386638","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=517&y=17&event=mousemove HTTP/1.1 ","",""
"12607","43.413013","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=517&y=18&event=mousemove HTTP/1.1 ","",""
"12617","43.578960","127.0.0.1","127.0.0.1","HTTP","353","GET /anticheat?x=517&y=18&event=mouseup HTTP/1.1 ","",""
"12629","43.639553","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=517&y=19&event=mousemove HTTP/1.1 ","",""
"12639","43.666708","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=515&y=21&event=mousemove HTTP/1.1 ","",""
"12649","43.673622","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=514&y=22&event=mousemove HTTP/1.1 ","",""
"12661","43.682926","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=512&y=22&event=mousemove HTTP/1.1 ","",""
"12673","43.691582","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=511&y=23&event=mousemove HTTP/1.1 ","",""
"12685","43.699911","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=509&y=24&event=mousemove HTTP/1.1 ","",""
"12697","43.712606","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=508&y=26&event=mousemove HTTP/1.1 ","",""
"12709","43.726938","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=506&y=27&event=mousemove HTTP/1.1 ","",""
"12714","43.728777","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=504&y=28&event=mousemove HTTP/1.1 ","",""
"12734","43.749961","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=502&y=30&event=mousemove HTTP/1.1 ","",""
"12746","43.759223","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=497&y=33&event=mousemove HTTP/1.1 ","",""
"12758","43.778899","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=489&y=38&event=mousemove HTTP/1.1 ","",""
"12770","43.796552","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=484&y=41&event=mousemove HTTP/1.1 ","",""
"12782","43.829249","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=480&y=45&event=mousemove HTTP/1.1 ","",""
"12794","43.842312","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=478&y=46&event=mousemove HTTP/1.1 ","",""
"12806","43.859811","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=477&y=47&event=mousemove HTTP/1.1 ","",""
"12818","43.891928","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=476&y=49&event=mousemove HTTP/1.1 ","",""
"12830","43.909250","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=475&y=51&event=mousemove HTTP/1.1 ","",""
"12842","43.926060","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=474&y=52&event=mousemove HTTP/1.1 ","",""
"12854","43.944988","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=473&y=53&event=mousemove HTTP/1.1 ","",""
"12866","43.960439","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=472&y=55&event=mousemove HTTP/1.1 ","",""
"12878","43.976769","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=471&y=56&event=mousemove HTTP/1.1 ","",""
"12890","43.991956","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=470&y=58&event=mousemove HTTP/1.1 ","",""
"12902","44.138050","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=471&y=58&event=mousemove HTTP/1.1 ","",""
"12914","44.770647","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=472&y=58&event=mousemove HTTP/1.1 ","",""
"12926","44.804616","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=473&y=58&event=mousemove HTTP/1.1 ","",""
"12938","44.835664","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=474&y=58&event=mousemove HTTP/1.1 ","",""
"12950","44.877935","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=475&y=58&event=mousemove HTTP/1.1 ","",""
"12962","45.113887","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=476&y=58&event=mousemove HTTP/1.1 ","",""
"12974","45.143086","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=477&y=58&event=mousemove HTTP/1.1 ","",""
"12986","45.524568","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=477&y=57&event=mousemove HTTP/1.1 ","",""
"12998","45.578210","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=477&y=56&event=mousemove HTTP/1.1 ","",""
"13010","45.716652","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=477&y=56&event=mousedown HTTP/1.1 ","",""
"13022","45.968070","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=477&y=59&event=mousemove HTTP/1.1 ","",""
"13034","45.985113","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=477&y=60&event=mousemove HTTP/1.1 ","",""
"13046","46.001171","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=476&y=60&event=mousemove HTTP/1.1 ","",""
"13058","46.036717","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=476&y=61&event=mousemove HTTP/1.1 ","",""
"13070","46.065583","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=476&y=62&event=mousemove HTTP/1.1 ","",""
"13082","46.371157","127.0.0.1","127.0.0.1","HTTP","353","GET /anticheat?x=476&y=62&event=mouseup HTTP/1.1 ","",""
"13094","46.971318","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=474&y=62&event=mousemove HTTP/1.1 ","",""
"13104","46.981126","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=472&y=62&event=mousemove HTTP/1.1 ","",""
"13116","46.988765","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=470&y=61&event=mousemove HTTP/1.1 ","",""
"13128","46.997219","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=467&y=60&event=mousemove HTTP/1.1 ","",""
"13140","47.024913","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=451&y=58&event=mousemove HTTP/1.1 ","",""
"13152","47.043212","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=445&y=58&event=mousemove HTTP/1.1 ","",""
"13164","47.091876","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=440&y=58&event=mousemove HTTP/1.1 ","",""
"13169","47.092503","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=432&y=58&event=mousemove HTTP/1.1 ","",""
"13188","47.103937","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=428&y=58&event=mousemove HTTP/1.1 ","",""
"13200","47.108539","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=416&y=58&event=mousemove HTTP/1.1 ","",""
"13212","47.137340","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=406&y=57&event=mousemove HTTP/1.1 ","",""
"13224","47.160327","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=384&y=56&event=mousemove HTTP/1.1 ","",""
"13236","47.171835","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=381&y=55&event=mousemove HTTP/1.1 ","",""
"13248","47.181168","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=367&y=53&event=mousemove HTTP/1.1 ","",""
"13260","47.207572","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=360&y=52&event=mousemove HTTP/1.1 ","",""
"13272","47.226584","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=335&y=48&event=mousemove HTTP/1.1 ","",""
"13284","47.239193","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=326&y=46&event=mousemove HTTP/1.1 ","",""
"13296","47.259116","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=295&y=42&event=mousemove HTTP/1.1 ","",""
"13308","47.308974","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=268&y=40&event=mousemove HTTP/1.1 ","",""
"13313","47.309678","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=252&y=39&event=mousemove HTTP/1.1 ","",""
"13332","47.327281","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=196&y=36&event=mousemove HTTP/1.1 ","",""
"13342","47.370842","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=167&y=34&event=mousemove HTTP/1.1 ","",""
"13347","47.371299","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=157&y=33&event=mousemove HTTP/1.1 ","",""
"13366","47.387714","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=128&y=32&event=mousemove HTTP/1.1 ","",""
"13378","47.420118","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=107&y=31&event=mousemove HTTP/1.1 ","",""
"13390","47.431381","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=104&y=32&event=mousemove HTTP/1.1 ","",""
"13402","47.672727","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=103&y=32&event=mousemove HTTP/1.1 ","",""
"13414","47.680263","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=101&y=32&event=mousemove HTTP/1.1 ","",""
"13426","47.689363","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=98&y=31&event=mousemove HTTP/1.1 ","",""
"13436","47.698048","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=94&y=29&event=mousemove HTTP/1.1 ","",""
"13448","47.704411","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=90&y=27&event=mousemove HTTP/1.1 ","",""
"13458","47.724428","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=82&y=26&event=mousemove HTTP/1.1 ","",""
"13470","47.758978","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=72&y=25&event=mousemove HTTP/1.1 ","",""
"13482","47.769855","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=69&y=25&event=mousemove HTTP/1.1 ","",""
"13494","47.784487","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=64&y=24&event=mousemove HTTP/1.1 ","",""
"13506","47.811316","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=59&y=23&event=mousemove HTTP/1.1 ","",""
"13518","47.825495","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=57&y=23&event=mousemove HTTP/1.1 ","",""
"13523","47.826110","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=50&y=21&event=mousemove HTTP/1.1 ","",""
"13538","47.841683","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=48&y=21&event=mousemove HTTP/1.1 ","",""
"13550","47.862074","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=42&y=19&event=mousemove HTTP/1.1 ","",""
"13562","47.901514","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=40&y=19&event=mousemove HTTP/1.1 ","",""
"13572","47.904010","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=39&y=19&event=mousemove HTTP/1.1 ","",""
"13584","47.911568","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=37&y=18&event=mousemove HTTP/1.1 ","",""
"13596","47.932013","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=36&y=18&event=mousemove HTTP/1.1 ","",""
"13606","47.941363","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=35&y=18&event=mousemove HTTP/1.1 ","",""
"13616","47.975459","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=33&y=18&event=mousemove HTTP/1.1 ","",""
"13626","47.992731","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=29&y=16&event=mousemove HTTP/1.1 ","",""
"13636","48.016483","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=26&y=15&event=mousemove HTTP/1.1 ","",""
"13646","48.045985","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=20&y=13&event=mousemove HTTP/1.1 ","",""
"13656","48.075881","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=12&y=11&event=mousemove HTTP/1.1 ","",""
"13666","48.874702","127.0.0.1","127.0.0.1","HTTP","353","GET /anticheat?x=8&y=14&event=mousemove HTTP/1.1 ","",""
"13678","48.968592","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=10&y=14&event=mousemove HTTP/1.1 ","",""
"13690","48.978148","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=11&y=14&event=mousemove HTTP/1.1 ","",""
"13702","49.011790","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=12&y=14&event=mousemove HTTP/1.1 ","",""
"13714","49.045733","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=13&y=14&event=mousemove HTTP/1.1 ","",""
"13726","49.224146","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=13&y=13&event=mousemove HTTP/1.1 ","",""
"13738","49.308149","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=14&y=13&event=mousemove HTTP/1.1 ","",""
"13750","49.435130","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=15&y=13&event=mousemove HTTP/1.1 ","",""
"13760","51.517190","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=17&y=12&event=mousedown HTTP/1.1 ","",""
"13772","51.830958","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=17&y=14&event=mousemove HTTP/1.1 ","",""
"13782","51.961620","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=17&y=16&event=mousemove HTTP/1.1 ","",""
"13792","52.030937","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=17&y=17&event=mousemove HTTP/1.1 ","",""
"13804","52.070614","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=17&y=18&event=mousemove HTTP/1.1 ","",""
"13814","52.112255","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=17&y=19&event=mousemove HTTP/1.1 ","",""
"13824","52.202328","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=17&y=21&event=mousemove HTTP/1.1 ","",""
"13834","52.235540","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=17&y=22&event=mousemove HTTP/1.1 ","",""
"13844","52.274208","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=17&y=23&event=mousemove HTTP/1.1 ","",""
"13854","52.303871","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=17&y=24&event=mousemove HTTP/1.1 ","",""
"13864","52.326496","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=17&y=25&event=mousemove HTTP/1.1 ","",""
"13876","52.349116","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=17&y=26&event=mousemove HTTP/1.1 ","",""
"13886","52.367305","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=17&y=27&event=mousemove HTTP/1.1 ","",""
"13896","52.387507","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=17&y=28&event=mousemove HTTP/1.1 ","",""
"13908","52.466044","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=18&y=31&event=mousemove HTTP/1.1 ","",""
"13918","52.474084","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=18&y=32&event=mousemove HTTP/1.1 ","",""
"13928","52.497538","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=18&y=33&event=mousemove HTTP/1.1 ","",""
"13938","52.505765","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=18&y=34&event=mousemove HTTP/1.1 ","",""
"13948","52.512924","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=19&y=34&event=mousemove HTTP/1.1 ","",""
"13960","52.531475","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=19&y=35&event=mousemove HTTP/1.1 ","",""
"13972","52.576636","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=19&y=36&event=mousemove HTTP/1.1 ","",""
"13984","52.604406","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=19&y=37&event=mousemove HTTP/1.1 ","",""
"13994","52.623602","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=20&y=37&event=mousemove HTTP/1.1 ","",""
"14006","52.638337","127.0.0.1","127.0.0.1","HTTP","404","GET /anticheat?x=20&y=38&event=mousemove HTTP/1.1 ","",""
"14016","52.671451","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=20&y=39&event=mousemove HTTP/1.1 ","",""
"14028","52.701804","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=20&y=40&event=mousemove HTTP/1.1 ","",""
"14040","52.737208","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=20&y=41&event=mousemove HTTP/1.1 ","",""
"14052","52.769363","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=20&y=42&event=mousemove HTTP/1.1 ","",""
"14064","52.786103","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=20&y=43&event=mousemove HTTP/1.1 ","",""
"14076","52.890264","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=20&y=44&event=mousemove HTTP/1.1 ","",""
